order_id,order_date,pallet_equiv,total_lines,total_items,cluster_id,cluster_size,truck_id,assignment_weight,remaining_capacity_after_assignment
909,2026-02-06,0.85,13,51,13,30,8,0.85,3.358
956,2026-02-06,0.8,2,17,158,2,8,0.8,2.558
968,2026-02-06,0.7833333333333333,4,47,25,30,8,0.7833333333333333,1.7746666666666666
991,2026-02-06,0.7666666666666667,5,46,36,30,8,0.7666666666666667,1.008
906,2026-02-06,0.7353333333333333,12,45,49,30,8,0.7353333333333333,0.2726666666666667
987,2026-02-06,0.7333333333333333,3,44,10,29,9,0.7333333333333333,5.266666666666667
985,2026-02-06,0.7,1,42,5,30,9,0.7,4.566666666666666
1016,2026-02-06,0.6833333333333333,5,41,13,30,7,0.6833333333333333,0.013999999999999346
996,2026-02-06,0.6666666666666666,8,40,57,29,9,0.6666666666666666,3.9
970,2026-02-06,0.6486666666666666,27,75,5,30,9,0.6486666666666666,3.251333333333333
1025,2026-02-06,0.6226666666666667,10,91,49,30,9,0.6226666666666667,2.6286666666666667
1020,2026-02-06,0.616,25,62,3,30,9,0.616,2.0126666666666666
908,2026-02-06,0.6,1,36,5,30,9,0.6,1.4126666666666665
933,2026-02-06,0.5833333333333334,1,35,1,30,9,0.5833333333333334,0.8293333333333331
1000,2026-02-06,0.5833333333333334,10,57,37,30,9,0.5833333333333334,0.24599999999999977
966,2026-02-06,0.5833333333333333,2,25,49,30,10,0.5833333333333333,5.416666666666667
1019,2026-02-06,0.5833333333333333,4,35,36,30,10,0.5833333333333333,4.833333333333334
1031,2026-02-06,0.5666666666666667,8,34,49,30,10,0.5666666666666667,4.2666666666666675
980,2026-02-06,0.5613333333333334,24,46,49,30,10,0.5613333333333334,3.7053333333333343
921,2026-02-06,0.55,6,33,13,30,10,0.55,3.155333333333334
955,2026-02-06,0.5446666666666666,8,79,3,30,10,0.5446666666666666,2.6106666666666674
997,2026-02-06,0.5333333333333333,4,32,49,30,10,0.5333333333333333,2.077333333333334
1002,2026-02-06,0.5,5,30,13,30,10,0.5,1.5773333333333341
943,2026-02-06,0.48333333333333334,5,29,146,5,10,0.48333333333333334,1.0940000000000007
1008,2026-02-06,0.45866666666666667,6,134,3,30,10,0.45866666666666667,0.6353333333333341
965,2026-02-06,0.45666666666666667,16,41,67,30,10,0.45666666666666667,0.17866666666666742
982,2026-02-06,0.4333333333333333,5,26,62,30,11,0.4333333333333333,5.566666666666666
972,2026-02-06,0.41400000000000003,8,31,73,30,11,0.41400000000000003,5.152666666666667
926,2026-02-06,0.4,4,24,5,30,11,0.4,4.752666666666666
946,2026-02-06,0.4,8,20,65,30,11,0.4,4.352666666666666
917,2026-02-06,0.39999999999999997,5,24,67,30,11,0.39999999999999997,3.952666666666666
1006,2026-02-06,0.38333333333333336,5,11,28,30,11,0.38333333333333336,3.569333333333333
1011,2026-02-06,0.3833333333333333,9,23,62,30,11,0.3833333333333333,3.1859999999999995
932,2026-02-06,0.37666666666666665,10,27,60,30,11,0.37666666666666665,2.809333333333333
914,2026-02-06,0.3686666666666667,8,20,57,29,11,0.3686666666666667,2.440666666666666
938,2026-02-06,0.36666666666666664,2,22,62,30,11,0.36666666666666664,2.0739999999999994
919,2026-02-06,0.35,11,21,70,30,11,0.35,1.7239999999999993
945,2026-02-06,0.35,9,21,13,30,11,0.35,1.3739999999999992
993,2026-02-06,0.35,9,21,13,30,11,0.35,1.0239999999999991
939,2026-02-06,0.3453333333333333,13,26,13,30,11,0.3453333333333333,0.6786666666666659
1034,2026-02-06,0.3446666666666667,9,33,146,5,11,0.3446666666666667,0.3339999999999992
1009,2026-02-06,0.3333333333333333,7,16,23,30,11,0.3333333333333333,0.0006666666666658716
1026,2026-02-06,0.318,12,27,36,30,13,0.318,7.682
964,2026-02-06,0.31666666666666665,14,19,13,30,13,0.31666666666666665,7.365333333333334
1010,2026-02-06,0.31666666666666665,4,19,13,30,13,0.31666666666666665,7.0486666666666675
947,2026-02-06,0.30000000000000004,4,18,2,30,13,0.30000000000000004,6.748666666666668
949,2026-02-06,0.30000000000000004,4,18,5,30,13,0.30000000000000004,6.448666666666668
1029,2026-02-06,0.30000000000000004,3,6,36,30,13,0.30000000000000004,6.148666666666668
910,2026-02-06,0.3,2,18,2,30,13,0.3,5.848666666666668
994,2026-02-06,0.2853333333333333,10,18,60,30,3,0.2853333333333333,0.01466666666666605
930,2026-02-06,0.2833333333333333,8,13,28,30,13,0.2833333333333333,5.565333333333335
1033,2026-02-06,0.27466666666666667,10,20,67,30,13,0.27466666666666667,5.290666666666668
922,2026-02-06,0.26666666666666666,2,16,70,30,8,0.26666666666666666,0.006000000000000061
953,2026-02-06,0.26666666666666666,6,16,13,30,13,0.26666666666666666,5.024000000000002
1017,2026-02-06,0.2593333333333333,14,27,18,3,0,0.2593333333333333,0.00666666666666671
937,2026-02-06,0.25,5,11,70,30,13,0.25,4.774000000000002
948,2026-02-06,0.23533333333333334,6,15,58,30,9,0.23533333333333334,0.010666666666666436
969,2026-02-06,0.23333333333333334,9,10,70,30,2,0.23333333333333334,5.551115123125783e-17
971,2026-02-06,0.23333333333333334,5,14,67,30,13,0.23333333333333334,4.540666666666668
1021,2026-02-06,0.23333333333333334,2,14,3,30,13,0.23333333333333334,4.307333333333335
1012,2026-02-06,0.2333333333333333,8,14,67,30,13,0.2333333333333333,4.074000000000002
1004,2026-02-06,0.2,7,12,49,30,5,0.2,0.0053333333333331345
992,2026-02-06,0.18333333333333332,3,11,13,30,13,0.18333333333333332,3.8906666666666685
990,2026-02-06,0.16866666666666666,5,11,70,30,10,0.16866666666666666,0.010000000000000758
936,2026-02-06,0.16666666666666666,1,10,28,30,13,0.16666666666666666,3.724000000000002
941,2026-02-06,0.16666666666666666,1,10,37,30,13,0.16666666666666666,3.5573333333333355
951,2026-02-06,0.16666666666666666,5,10,5,30,13,0.16666666666666666,3.390666666666669
1003,2026-02-06,0.156,5,12,39,30,13,0.156,3.234666666666669
1032,2026-02-06,0.15333333333333332,3,40,13,30,13,0.15333333333333332,3.0813333333333355
954,2026-02-06,0.15,5,9,57,29,13,0.15,2.9313333333333356
960,2026-02-06,0.15,5,9,15,30,13,0.15,2.7813333333333357
974,2026-02-06,0.13866666666666666,8,18,57,29,13,0.13866666666666666,2.642666666666669
912,2026-02-06,0.13333333333333333,1,8,3,30,13,0.13333333333333333,2.509333333333336
923,2026-02-06,0.13333333333333333,1,8,49,30,13,0.13333333333333333,2.3760000000000026
959,2026-02-06,0.13333333333333333,2,8,25,30,13,0.13333333333333333,2.2426666666666693
973,2026-02-06,0.124,10,18,13,30,13,0.124,2.118666666666669
1018,2026-02-06,0.12066666666666667,7,9,60,30,13,0.12066666666666667,1.9980000000000024
911,2026-02-06,0.11666666666666667,3,7,13,30,13,0.11666666666666667,1.8813333333333357
979,2026-02-06,0.11666666666666667,6,7,13,30,13,0.11666666666666667,1.764666666666669
1027,2026-02-06,0.112,7,12,39,30,13,0.112,1.652666666666669
976,2026-02-06,0.1,2,6,49,30,13,0.1,1.5526666666666689
988,2026-02-06,0.1,2,6,25,30,13,0.1,1.4526666666666688
944,2026-02-06,0.08333333333333333,3,5,28,30,13,0.08333333333333333,1.3693333333333355
978,2026-02-06,0.08333333333333333,4,5,13,30,13,0.08333333333333333,1.2860000000000023
925,2026-02-06,0.06666666666666667,2,4,49,30,13,0.06666666666666667,1.2193333333333356
975,2026-02-06,0.06666666666666667,4,4,13,30,13,0.06666666666666667,1.152666666666669
983,2026-02-06,0.06666666666666667,2,4,13,30,13,0.06666666666666667,1.0860000000000023
1001,2026-02-06,0.06666666666666667,1,4,117,7,13,0.06666666666666667,1.0193333333333356
916,2026-02-06,0.05,1,1,4,30,13,0.05,0.9693333333333356
962,2026-02-06,0.05,2,3,6,30,13,0.05,0.9193333333333356
977,2026-02-06,0.05,3,3,37,30,13,0.05,0.8693333333333355
1014,2026-02-06,0.048,1,24,2,30,13,0.048,0.8213333333333355
913,2026-02-06,0.042,1,21,21,30,13,0.042,0.7793333333333354
907,2026-02-06,0.03933333333333333,3,5,49,30,13,0.03933333333333333,0.7400000000000021
1015,2026-02-06,0.03333333333333333,1,2,15,30,13,0.03333333333333333,0.7066666666666688
963,2026-02-06,0.028666666666666667,4,7,13,30,13,0.028666666666666667,0.6780000000000022
1022,2026-02-06,0.028666666666666667,7,7,3,30,13,0.028666666666666667,0.6493333333333355
940,2026-02-06,0.016666666666666666,1,1,39,30,13,0.016666666666666666,0.6326666666666688
981,2026-02-06,0.016666666666666666,1,1,117,7,13,0.016666666666666666,0.6160000000000021
1028,2026-02-06,0.016666666666666666,1,1,117,7,13,0.016666666666666666,0.5993333333333354
984,2026-02-06,0.012,2,6,67,30,13,0.012,0.5873333333333354
967,2026-02-06,0.008,1,4,50,30,10,0.008,0.002000000000000758
934,2026-02-06,0.002,1,1,53,29,5,0.002,0.0033333333333331345
1005,2026-02-06,0.002,1,1,39,30,13,0.002,0.5853333333333354
