FECHA,Transporte,Ruta,Repartidor,Destinatario mcía.,Entrega,Material,Denominación,Cantidad entrega,Un.medida venta,Destinatario mcía.,Nombre 1,Nombre 2,Calle,CP,Población,ZonaTransp,ZonaTransp,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937493,0LT0009,LETONA GRAN CREME 1L VR 12U,1,CAJ,9100338332,BAR GRANADA,BAR GRANADA,RONDA ORIENT 8,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937493,3ENV1281,C.C. LECHE LETONA (NUEVO),1,CAJ,9100338332,BAR GRANADA,BAR GRANADA,RONDA ORIENT 8,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937493,ED13,ESTRELLA DAMM 1/3 RET. PP,3,CAJ,9100338332,BAR GRANADA,BAR GRANADA,RONDA ORIENT 8,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937493,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3,CAJ,9100338332,BAR GRANADA,BAR GRANADA,RONDA ORIENT 8,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937494,ED15LN,ESTRELLA DAMM 1/5 LN,3,CAJ,9100190779,PALENTINO BAR,ALFREDO PICADO ALFREDO,Avinguda de la Llibertat 39,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937494,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,3,CAJ,9100190779,PALENTINO BAR,ALFREDO PICADO ALFREDO,Avinguda de la Llibertat 39,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937494,ED30,ESTRELLA DAMM BARRIL 30,1,BRL,9100190779,PALENTINO BAR,ALFREDO PICADO ALFREDO,Avinguda de la Llibertat 39,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937494,BRL30V,BARRIL INOX 30L. EURONORMA,1,BRL,9100190779,PALENTINO BAR,ALFREDO PICADO ALFREDO,Avinguda de la Llibertat 39,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937494,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",3,CAJ,9100190779,PALENTINO BAR,ALFREDO PICADO ALFREDO,Avinguda de la Llibertat 39,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937494,ED15LN,ESTRELLA DAMM 1/5 LN,2,CAJ,9100190779,PALENTINO BAR,ALFREDO PICADO ALFREDO,Avinguda de la Llibertat 39,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937494,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,2,CAJ,9100190779,PALENTINO BAR,ALFREDO PICADO ALFREDO,Avinguda de la Llibertat 39,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937495,ED13,ESTRELLA DAMM 1/3 RET. PP,5,CAJ,9100178455,PLAZA DONER KEBAB,PLAZA DONER KEBAB,ITALIA 46,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937495,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,5,CAJ,9100178455,PLAZA DONER KEBAB,PLAZA DONER KEBAB,ITALIA 46,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937495,0AM0292,"BISCUITS GALICIA MINI MAGD CHOCO 1,5KG",1,CAJ,9100178455,PLAZA DONER KEBAB,PLAZA DONER KEBAB,ITALIA 46,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937496,ED13,ESTRELLA DAMM 1/3 RET. PP,6,CAJ,9100055626,MANEL BAR,MANEL BAR,AVENIDA LLIBERTAT 14,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937496,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,6,CAJ,9100055626,MANEL BAR,MANEL BAR,AVENIDA LLIBERTAT 14,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937496,ED30,ESTRELLA DAMM BARRIL 30,1,BRL,9100055626,MANEL BAR,MANEL BAR,AVENIDA LLIBERTAT 14,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937496,BRL30V,BARRIL INOX 30L. EURONORMA,1,BRL,9100055626,MANEL BAR,MANEL BAR,AVENIDA LLIBERTAT 14,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937496,UE902,COPA GRANDE ED,12,UN,9100055626,MANEL BAR,MANEL BAR,AVENIDA LLIBERTAT 14,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937496,UE903,COPA PEQUEÑA ED,12,UN,9100055626,MANEL BAR,MANEL BAR,AVENIDA LLIBERTAT 14,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937496,ED13,ESTRELLA DAMM 1/3 RET. PP,3,CAJ,9100055626,MANEL BAR,MANEL BAR,AVENIDA LLIBERTAT 14,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937496,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,3,CAJ,9100055626,MANEL BAR,MANEL BAR,AVENIDA LLIBERTAT 14,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,ED13,ESTRELLA DAMM 1/3 RET. PP,5,CAJ,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,5,CAJ,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,ED15LN,ESTRELLA DAMM 1/5 LN,3,CAJ,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,3,CAJ,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,ED30,ESTRELLA DAMM BARRIL 30,1,BRL,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,BRL30V,BARRIL INOX 30L. EURONORMA,1,BRL,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,VE32SP,"AGUA VERI 1,5L PET CAJA 12U.",1,CAJ,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,VE13SP,AGUA VERI 1/3 PET CAJA 35U. T.TH,1,CAJ,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",3,CAJ,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,0CF0080,XPLICIT NATURAL CREMOSO 1KG,1,UN,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,0RF0079,/-COCA COLA ZERO LATA 33CL 24U,1,CAJ,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,0LM0790,"DPALILLO AGITADOR MADERA 110x6x1,5 500U",1,PAK,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,0AM1290,XPLICIT AZUCAR 7GR  1000U,1,CAJ,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937497,0AM1634,XPLICIT EDULCORANTE 1G 150U,1,CAJ,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937498,0LI0002,LA GUITA MANZANILLA 75CL,3,BOT,9100055497,EL GARBI BAR,EL GARBI BAR,RAMBLA POMPEU FABRA 20,08100,MOLLET DEL VALLES,DD13100006,MOLL PRATRIBA/POMPE,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937499,0LT0033,"LETONA GRAN CREME PET 1,5L PET 6U",2,CAJ,9100054744,VENECIA BAR,VENECIA BAR,RONDA ORIENT 14,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420379,DR0006,850006,JOSE VELEZ CASTRO,827937499,0AM1167,MARINAS PATATAS OLIVA 47G  10U,1,CAJ,9100054744,VENECIA BAR,VENECIA BAR,RONDA ORIENT 14,08100,MOLLET DEL VALLES,DD13100007,MOLLET ILLA/E.FRANÇ,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937500,FD13,FREE DAMM 1/3 RET.,2,CAJ,9100663784,TENTACION II,TENTACION II,RAMBLA POMPEU FABRA 40,08100,MOLLET DEL VALLES,DD13100003,MOLLET BARRI OLIVA,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937500,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,CAJ,9100663784,TENTACION II,TENTACION II,RAMBLA POMPEU FABRA 40,08100,MOLLET DEL VALLES,DD13100003,MOLLET BARRI OLIVA,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937500,VO13,VOLL-DAMM 1/3 RET.,2,CAJ,9100663784,TENTACION II,TENTACION II,RAMBLA POMPEU FABRA 40,08100,MOLLET DEL VALLES,DD13100003,MOLLET BARRI OLIVA,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937500,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,2,CAJ,9100663784,TENTACION II,TENTACION II,RAMBLA POMPEU FABRA 40,08100,MOLLET DEL VALLES,DD13100003,MOLLET BARRI OLIVA,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937501,ED30,ESTRELLA DAMM BARRIL 30,1,BRL,9100544203,EXTREMEÑOS BAR,EXTREMEÑOS BAR,Carrer de Borrell 16,08100,MOLLET DEL VALLES,DD13100001,MOLLET CAN BORRELL,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937501,BRL30V,BARRIL INOX 30L. EURONORMA,1,BRL,9100544203,EXTREMEÑOS BAR,EXTREMEÑOS BAR,Carrer de Borrell 16,08100,MOLLET DEL VALLES,DD13100001,MOLLET CAN BORRELL,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937502,ED13,ESTRELLA DAMM 1/3 RET. PP,4,CAJ,9100544203,EXTREMEÑOS BAR,EXTREMEÑOS BAR,Carrer de Borrell 16,08100,MOLLET DEL VALLES,DD13100001,MOLLET CAN BORRELL,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937502,CJ13,CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13,4,CAJ,9100544203,EXTREMEÑOS BAR,EXTREMEÑOS BAR,Carrer de Borrell 16,08100,MOLLET DEL VALLES,DD13100001,MOLLET CAN BORRELL,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937502,ED15LN,ESTRELLA DAMM 1/5 LN,7,CAJ,9100544203,EXTREMEÑOS BAR,EXTREMEÑOS BAR,Carrer de Borrell 16,08100,MOLLET DEL VALLES,DD13100001,MOLLET CAN BORRELL,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937502,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,7,CAJ,9100544203,EXTREMEÑOS BAR,EXTREMEÑOS BAR,Carrer de Borrell 16,08100,MOLLET DEL VALLES,DD13100001,MOLLET CAN BORRELL,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937502,VO15LN,VOLL DAMM 1/5 LN,1,CAJ,9100544203,EXTREMEÑOS BAR,EXTREMEÑOS BAR,Carrer de Borrell 16,08100,MOLLET DEL VALLES,DD13100001,MOLLET CAN BORRELL,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937502,CJ15,CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13,1,CAJ,9100544203,EXTREMEÑOS BAR,EXTREMEÑOS BAR,Carrer de Borrell 16,08100,MOLLET DEL VALLES,DD13100001,MOLLET CAN BORRELL,
30/01/2026,11420332,DR0001,850012,JORDI PUIGDELLIRE GALERA,827937503,0CF0374,BONKA INTENSO NATURAL 1KG,6,UN,9100544203,EXTREMEÑOS BAR,EXTREMEÑOS BAR,Carrer de Borrell 16,08100,MOLLET DEL VALLES,DD13100001,MOLLET CAN BORRELL,
