cluster_id,cluster_size,members_json
42,22,"[""A VOCADOS"", ""BAR LA LOLA"", ""BAR LOCALET"", ""BAR MERCADO"", ""BINGO CASINO"", ""BUSSINETS DE CUINA"", ""CAFE DE LA CORONA"", ""CAFE SANT ROC"", ""CAVANET"", ""CHARCUTERIA BENITA"", ""EL REFUGI D´EN CUCH"", ""GRANJA GROC"", ""Granollers Indian Restaurante"", ""LA SEDA GRANOLLERS"", ""NOU PATUFET"", ""PA TONET"", ""PURE COFFEE"", ""Platillos"", ""RSTE. EL CELLER DE CAN ROS"", ""TRES TASSES"", ""TSURUTA RAMEN"", ""UDON GRANOLLERS""]"
48,22,"[""ANDALUS"", ""BAR CHAMPANILLO"", ""BAR DE L?ILLA"", ""BAR LA MARTINA"", ""BAR VAGON 66"", ""CAL JORDI BAR"", ""CAN BOADA RESTAURANT"", ""CASAL CULTURAL DE MOLLET"", ""ESTANCO MOLLET 3"", ""GIN BAR"", ""GIOVANNI GELATERIA"", ""ICE CUSTOM"", ""LA BONA SORT"", ""MANJARI"", ""NOU CUSTOM BAR CAFETERÍA"", ""PALENTINO BAR"", ""PRATS PA"", ""PRATS PA (ILLA)"", ""Pool"", ""RAJAS TACOS KEHBAD BAR CAFETERIA"", ""RTE JAPONES YOI AJI"", ""TOTEM BAR""]"
61,22,"[""AUTENTIK’S CAMPO DE FUTBOL"", ""BAR LA PENYA - 2"", ""BAR LA PENYA 1"", ""BAR ZEMNU"", ""Bar Gat Negre"", ""Bar Troika"", ""CAL NASIET"", ""CASAL CIVIC TERRASSA"", ""Club Tennis Barcino"", ""DIR SANT CUGAT"", ""Delight Coffee"", ""EL DEHESA"", ""EL PUNT DE TROBADA"", ""ESTANCO MONTCADA"", ""FELIUBADALO"", ""FORN CAFETERIA AVENIDA"", ""FRANKFURT REITER"", ""Hotel Solana Del Ter"", ""IBERICUS CENTRAL"", ""Pizzeria Daniele"", ""Somni d'estiu bar"", ""VALERO VALLES""]"
52,21,"[""BAR CANIGO"", ""BAR COOPERATIVA"", ""BAR NO HO SE"", ""BAR PUNT DE TROBADA"", ""BAR TORNEM-HI"", ""BAR XICRA"", ""BAR XINO XANO"", ""CAFE DE L'ESGLESIA"", ""CAL NAN"", ""COLLA GRILLATS"", ""DCAFE"", ""ELS ENLLETATS"", ""FERRO"", ""FORN ANTIGA CASA PRAT"", ""FRANKFURT ES-3"", ""JORDI FERNANDEZ GODOY"", ""KBCIK"", ""LA PEDREGADA"", ""LA TAVERNA"", ""SANTUARI DE BELLMUNT"", ""SUPERMERCAT ROVIRA""]"
44,20,"[""ATARASII"", ""BAR CAPARROS"", ""BAR LA VERMUTERIA"", ""EL FORNET (GRANOLLERS)"", ""EL GLAM MOMENTS"", ""EL MENÚ"", ""EL MIRALLET"", ""EMPANADA CLUB"", ""FLECA P.BRETCHA (PL. MALUQUER)"", ""FRANKFURT LEO BOECK GRANOLLERS"", ""IBERICUS GRANOLLERS"", ""INSTINT RESTAURANT"", ""KYOMI TEA"", ""LA VERMOOD"", ""MODERN FOOD"", ""PECADOS"", ""RESTAURANTE EL SPOT"", ""TABATA"", ""TAPES"", ""YAO SUSHI""]"
5,19,"[""BAR BOTE"", ""BAR EL GARAJE"", ""BAR LINARES"", ""BAR MARIA"", ""BAR PLAZA GRAN"", ""BAR PLAZA PUEBLO"", ""BAR TONYSA"", ""Bar Refugio"", ""CAFETERIA ZURICH"", ""CAL QUIM"", ""HOSTAL SERRA"", ""LOS EXTREMEÑOS"", ""NOU TOÓ RICO (MONTMELÓ)"", ""PADEL SPORTS & HEALTH OXIGEN"", ""PEPE.COM"", ""PIZZERIA MAYOR"", ""RESTAURANTE INJA"", ""TAPETES BAR"", ""Venecia""]"
51,19,"[""BAR DOBLE Z"", ""BAR EL CAFETO"", ""BAR EL CASAL"", ""BAR MONTSERRAT"", ""BAR RACO JUVENIL"", ""BAR TREBOL"", ""BAR XANIA"", ""BRASSERIA EL TRIANGLE COHO"", ""CA L'ANGEL BAR"", ""CAN PAIROT"", ""CASAL GENT GRAN ST.VICENÇ TORELLO"", ""FONDA VILASECA"", ""FORN PUJADES"", ""HOSTAL NOU"", ""LA CABANYA CAFETERIA"", ""LA LLAVOR"", ""Latitud 42"", ""PENSIO EL TREVOL"", ""PRIMER EXPRESS""]"
65,19,"[""903100 PLASTICOS TA-TAY"", ""BAR L,OREIG (HOTEL CAN CAMPA)"", ""BAR LOS HERMANOS."", ""BAR MAJOR 47"", ""BOKAO"", ""BRASERIA CAMPINS"", ""CARLOS JUNCA SÁNCHEZ"", ""CELLER DE CAN RODA"", ""COME BIEN RESTAURANTE"", ""El Racó d'en Joan"", ""FRANKFURT II VELEZ"", ""HERMANOS PADILLA"", ""LA BRUIXETA"", ""MERCAT DEL CARME BAR"", ""MERENDERO CAN XEC"", ""PASTELERIA CAFETERIA ELENA"", ""PIZZERIA KEBAB MIL.LENARI"", ""RESTAURANTE EL CAU"", ""VALLES DONER KEBAB""]"
69,19,"[""BAR CAFETERIA RICOMA"", ""BAR LA CANTINA"", ""BAR LA PRADERA"", ""BAR LAS TAPAS"", ""BAR RESTAURANT CAN CHEN"", ""BAR RESTAURANTE CAL DAVID"", ""BAR VITA"", ""BAR XEICA"", ""CAFETERIA LA CANTONADA"", ""EL RACO DE LA VIKI"", ""FORN LA CARMEN"", ""GRANA BAR BY DUMAS"", ""IMPERIAL"", ""INDOORWALL GRANOLLERS"", ""PAPUA COLL DE LA MANYA"", ""RESTAURANTE EL FOGON"", ""RESTAURANTE LA GRESCA"", ""RESTAURANTE VII"", ""SALA NAU B1""]"
79,16,"[""BAR  EL NOU TUNEL"", ""BAR CAFETERIA EL DOMI"", ""BAR COPACABANA"", ""BAR EL VERMUTILLO II"", ""BAR MORANA"", ""BAR TRIANA"", ""BAR YUMEI II"", ""BK GRANOLLERS RONDA SUD"", ""FLECA P.BRETCHA (CAN BASSA)"", ""FORN DE PA MARGARIDA"", ""FRANKFURT LA PLAÇA"", ""GRANJA LA NOU"", ""OBSEQUIOS EVENTOS DEPORTIVOS DAMM"", ""RESTAURANTE ANATOLIA"", ""TEATRE AUDITORI DE GRANOLLERS-BAR"", ""VINOUS""]"
82,16,"[""ANTIC FORN RIERA CENTELLES"", ""BAR CAN TON, S.C.P"", ""BAR EL TROPEZON"", ""BAR ELS ESTUDIS"", ""BODEGA CAPDEVILA"", ""CAMPING LA VALL"", ""EL SERRAT DEL FIGAR#"", ""Els Angelets de Sobrevia"", ""FORN PUIGVENDRELLO"", ""FUTBOL STA. EULALIA"", ""INDIA ''ESCLAT''"", ""L'ESTANYOL RESTAURANT"", ""MASIA LA ROCA"", ""RESTAURANT CAL XORIGUER"", ""RESTAURANT LA FERRERIA"", ""SERRAT PLANES BONES""]"
87,16,"[""AGROBOTIGA RODA, SL"", ""ASSOCIACIO DIABLES DEL PONT VELL"", ""BAR CAN PLANOLES"", ""BAR ESTACIO SERVEI FEIXES AULET ROD"", ""BAR LA MOSSEGADA"", ""BAR RESTAURANT THIANA"", ""BAR SANT SEBASTIA"", ""CAFETERIA PIZZERIA EL PONT"", ""CAMP DE FUTBOL DE RODA"", ""CAN JANOT RESTAURANT"", ""E.S. RODA ( BOTIGA )"", ""FONDA URGELL"", ""FORN CAN QUEL"", ""PARADOR VIC - SAU"", ""Restaurant El Roquet"", ""Restaurant Fussimanya""]"
28,15,"[""BAR FRANKFURT INSBRUCK"", ""BAR FUTBOL LOURDES"", ""BAR LOS GALLEGOS"", ""BAR NOMAD"", ""BONATAPA"", ""Bar 20 PA K"", ""Bar Restaurant Tres Roses"", ""CAFETERIA XURRERIA 20 JA"", ""COREFO (BAR)"", ""LA NORIA BAKERY"", ""LA PERGOLA"", ""PASTISSERIA JOAN"", ""PIZZA VALLES"", ""SUPER NABILA PARETS"", ""VERMUTERIA Y TAPERIA CAMACHO""]"
21,14,"[""2 PRINCIPE"", ""ALOE"", ""BAR CAFETERIA VIC"", ""BAR PIRINEO"", ""BAR PRIEGO"", ""BAR TAVERNA D'PAS"", ""BAR ÑAM LLODO"", ""CAFETERIA LISA"", ""CAL OCELLAIRES"", ""CASAL DE LA GENT GRAN"", ""CLUB BASQUET VIC"", ""EL RETORN"", ""JAUME COSTA"", ""VINS I BEGUDES REMEI""]"
34,14,"[""BAR CAFETERIA EL TAST"", ""BAR DEL CENTRO"", ""BAR LA CANTONADA"", ""BAR NADAL"", ""CLUB CAL ARTIGUES"", ""EL GRILLAT"", ""GRANJA BAR EL MASET"", ""GRANJA D'EN PEP"", ""KAIA"", ""OH LA LA"", ""REST. EL PASO"", ""RIEGOS IBERIA REGABER"", ""RSTE. LA GRUILLA"", ""TAPAS KEBAB""]"
56,14,"[""ALHAMBRA 57"", ""BAR ACROPOLIS"", ""BAR CORALEX"", ""BAR FRAYMAN"", ""BAR NIKOL"", ""Bar 4 Puertas"", ""Bar Castillo"", ""EVA RESTAURANT"", ""HOLA K TAL"", ""LA BELLA CALABRIA - PIZZERIA RESTAU"", ""LA PINYA BAR"", ""PA I CAFETERIA L'AVIA ESTACION"", ""PAQUI FORN DE PA"", ""RTE CHINO TA HAO MEN""]"
30,13,"[""AKI MISMO"", ""BAR JALEY (PARETS)"", ""BAR KEBAR"", ""CAFETERIA LUISIANA"", ""CAMPO FUTBOL PARETS"", ""CAN LITU'S"", ""CAN MOREU"", ""CTRO.ELS TIL.LERS"", ""DAHLIA PASTISSERIA"", ""JOSE QUILES CARRERAS"", ""LAS PISTAS BAR"", ""NETSTAL IBERICA SA"", ""RESTAURANT GUST D'ASIA""]"
35,13,"[""BAR CA LA MARI"", ""BAR LA GRANJA"", ""BAR TOLIN"", ""CAFETERIA GAUDEIX"", ""CULTURAL LA FABRICA"", ""Ca la Cisca"", ""EL RACO DE LA PETRA"", ""GRANJA Ca LA MARÍA"", ""LA LLAR DE FOC I"", ""LA PARDITA"", ""Madow Shisha Lounge"", ""PADEL ARGELAGUES"", ""PISCINAS LLIÇA DE MUNT""]"
36,13,"[""Asso. Gent Gran Llissa de Munt"", ""BAR ALIANÇA"", ""BAR CAFETERIA LLIÇÀ D’AMUNT"", ""BAR LA CANYA - 3"", ""BAR LA MIRANDA"", ""BAR PARC DEL TENES"", ""FLECA BRETCHA (LLIÇA DE MUNT)"", ""FRANFURT 151"", ""FRANKFURT LA CANYA"", ""La Sala"", ""MAISON DU GRAIN (LLISA AMUNT)"", ""MAISON DU GRAIN (STA EULALIA)"", ""RESTAURANTE LOS ANGELES""]"
78,13,"[""BAR CLEMEN'S"", ""BAR PAREDES I"", ""BAR RUMY"", ""BAR TAST GRANOLLERS"", ""BAR TIMANFAYA"", ""BAR XARANA GRANOLLERS"", ""COROMINES Coffee & Bakery Brunch"", ""FORN DE PA R. RIUS"", ""FORN EL SAGA"", ""GRANBARA"", ""RECTORIA DE PALAU"", ""SUSHI HE GRANOLLERS"", ""TEATRE AUDITORI (CATERING)""]"
86,13,"[""AURIAL PADEL"", ""BAR AUDITORI TEATRE CALLDETENES"", ""BAR UE VIC"", ""BOTING JUMPING PARK"", ""ELS BILLARS VIC"", ""HAPPYLANDIAPARK"", ""INDOORWALL VIC"", ""LA COVA DEL VERMUT"", ""PADEL OSONA VIC"", ""ROCK HOUSE"", ""TASTIC BAR"", ""VERNISSAGE"", ""VIC POOL""]"
14,12,"[""ANDALUCIA BAR RTE.(C.11 SETEMBRE)"", ""BAR CRISTASOL  (Kebab Esquina)"", ""BK MOLLET"", ""CABAÑA DEL TIO TOM BAR"", ""CAN PRAT RESTAURANT"", ""CHUS RESTAURANT"", ""PITAPES BERENGUER"", ""PITAPES CALDERI 3 BRANQUES VALLES ,"", ""RACO DEL SEMI CACHOPO"", ""RENFE NORD CANTINA"", ""TASTY DONNER KEBAB"", ""TINO FRANKFURT""]"
23,12,"[""ALASKA BAR"", ""AREA TRUCK ( SHELL )"", ""BAR REST EL TAST"", ""CAFETERIA PRADALS"", ""E.S VIC"", ""GARBI 1 CAFET. ALIMENTACIO"", ""GURBI"", ""INDUSTRIA 52"", ""JAUME GIL MARES"", ""RESTAURANT UNTOK"", ""TACO BELL VIC"", ""ZONA DIESEL URBAN""]"
29,12,"[""BAR AVENIDA PARETS"", ""BAR LA ESQUINITA"", ""BAR LA TAHONA"", ""BAR ROMERO"", ""CULTURAL CAN ROVIRA"", ""Casal de la Gent Gran de Palaudàrie"", ""EUROMED SA"", ""LA TAVERNA DEL ULTIMO HEAVY"", ""PISCINAS LES CREMADES"", ""RESTAURANT BRUNCH"", ""Restaurante Adela de Lliçà d'Amunt"", ""THE JOSE'S BAR PARETS""]"
49,12,"[""BAR TSE-TSE"", ""BIG BAG"", ""CAFETERIA BUGATTI"", ""CASAL VILASECA"", ""DESIG"", ""EL BISTROT DEL FIRAL"", ""EL GAT BAR"", ""MARINA BAR"", ""PADEL INDOOR TORELLO"", ""PUERTO DULCE"", ""RESTAURANT AL GRA"", ""RESTAURANT CAL PAGES""]"
85,12,"[""ANGEL BRUGUERA FONT"", ""BAR AYTA"", ""BAR KANGMIYU"", ""BAR OLIVEDA"", ""BAR SEGORB NOU"", ""Bar Tissana"", ""CANSALADERIA MOLIST"", ""ESCOLA D'HOSTALERIA D'OSONA"", ""NOVA OFICINA"", ""ROSTISSERIA LA PARADA"", ""TANCAMENTS USART-COMA"", ""WAYE 66""]"
7,11,"[""BAR LA TASCA"", ""BAR LA TORTUGA"", ""BOCATTI BAR"", ""BUSVIC"", ""CAFETERIA VIVARI"", ""FORN EL VERDAGUER"", ""GARBI BISTROT"", ""HOTEL STOP"", ""INDIA RAMBLA"", ""RESTAURANT CROAKS VIC"", ""TRINACRIA""]"
13,11,"[""BAR CASA PEDRO"", ""BAR GRANJA J.J."", ""BAR RESTAURANT GAUDI"", ""CA LA MARI ROSTISERIA"", ""CAFETERIA PASTELERIA CALDERON"", ""DISTRIBUIDORA DE PRODUCTOS NATURALE"", ""ESPAI BAR"", ""LA GOLOSA BAR"", ""LA GRANJA"", ""LA PERA BAR"", ""SA I FRESC RESTAURANT""]"
31,11,"[""BACROM"", ""BAR BRICOLAJE DEPOT"", ""BAR SAGITARIO"", ""CAN RAJOLER"", ""EL JARDI DE GALLECS"", ""GRANOLLERS COCINAS"", ""LA FLECA D'EN GREC"", ""LLEVANTPARK SL"", ""RESTAURANTE EUROPEO CONGOST"", ""RSTE. L'OLIVE"", ""TANCAMENTS""]"
39,11,"[""BAR \""LA OCA\"""", ""BAR CAN MONIC"", ""BAR EL TUBO"", ""BAR RESTAURANTE LE VIS#N"", ""Centre Vallès"", ""ESPORTS CLUB GRANOLLERS"", ""FLECA BRETCHA (PSG. MONTANYA)"", ""FLECA P.BRETCHA (C/ GIRONA)"", ""GARDEN PIZZA (GRANOLLERS)"", ""RESTAURANT 'LES ARCADES'"", ""XAVISAN""]"
63,11,"[""AMBIGU"", ""BAR 28"", ""Bar Baudilio"", ""CAN SALA"", ""CHURROS CRUZ"", ""EL MORDISKITO MONTORNES"", ""GRANJA SANTIAGO"", ""NOU HOLIDAYS"", ""RSTE. LA CABAÑA"", ""RTE. CA LA POLI"", ""SUPERMERCAT MAJOR""]"
1,10,"[""BAR JALEY BAKERY"", ""CIRCUITO DE CATALUNYA"", ""FORN VALERO"", ""Forn La Miranda coffe & Beer"", ""Forn de Pa Gaba"", ""GRANJA VINALLONGA"", ""OASIS"", ""RESTAURANTE MARCOS"", ""SANLUQUEÑOS BAR"", ""SUPERMERCADO GASOLINERA DISCAU""]"
12,10,"[""BAR CA LA LAURA"", ""CASINO DE VIC"", ""EL BART"", ""EL CALIU RESTAURANT (VIC)"", ""IMPEVIC EDIFICI EL SUCRE"", ""INSOLIT"", ""L'ORIGEN"", ""LA TAVERNA D'EN NORTON"", ""RESTAURANT food hub"", ""SNACK (VIC)""]"
