order_date,client_name,transport_ids,total_lines,total_quantity,ordered_items
2026-02-10,HOSPITAL DE VIC CUINA,['11459446'],3,83,"[{'material': '0AG0007', 'description': 'FONT D.OR NATURAL 1,5L PET 12U', 'quantity': 80.0, 'unit': 'caj'}, {'material': '0ZU0027', 'description': 'LAMBDA MELOCOTON SIN 20CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0ZU0029', 'description': 'LAMBDA PIÑA  SIN 20CL 24U', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-10,HOTEL BALMES,['11459600'],7,15,"[{'material': '0VE0524', 'description': 'SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0CF1122', 'description': 'MOMENT\xa0TEA\xa0\xa0CHAI TEA LATTE 10U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0CF1123', 'description': 'MOMENT\xa0TEA\xa0\xa0TÉ MATCHA LATTE 10U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0ZU0010', 'description': 'GRANINI NARANJA 1L PET 6U', 'quantity': 6.0, 'unit': 'caj'}, {'material': '0ZU0013', 'description': 'GRANINI PIÑA 1L PET 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0ZU0309', 'description': 'PAGO ACE 1L PET 6U', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0AM4542', 'description': 'HELIOS MIEL MILFLORES 25G 80U', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-10,IBERICUS GRANOLLERS,['11459904'],4,4,"[{'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'TU20', 'description': 'TURIA BARRIL 20L.', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL20V', 'description': 'BARRIL INOX 20L. TANQUETA A16', 'quantity': 1.0, 'unit': 'brl'}]"
2026-02-10,ICE CUSTOM,['11460000'],24,51,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0LT0103', 'description': 'YOSOY AVENA BARISTA 1L BRIK 6U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0032', 'description': 'CACAOLAT VIDRIO 20CL RET 30U', 'quantity': 3.0, 'unit': 'caj'}, {'material': '3ENV0029', 'description': 'C.C. CACAOLAT 30 U.', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0LT0090', 'description': 'LETONA SEMI SIN LACTOSA 1L PET 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0034', 'description': 'LETONA SEMI ESPEC HOSTELERIA PET 1,5L 6U', 'quantity': 11.0, 'unit': 'caj'}, {'material': '0LT0035', 'description': 'LETONA DESNATADA 0% HOST 1,5L PET 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LI0034', 'description': 'MARTINI ROSSO VERMOUTH 1L', 'quantity': 1.0, 'unit': 'bot'}, {'material': '0LI0138', 'description': 'BAILEYS ORIGINAL 1L', 'quantity': 1.0, 'unit': 'bot'}, {'material': 'FD13', 'description': 'FREE DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'FDL13', 'description': 'FREE DAMM LIMON 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'FTI15B24', 'description': 'FEVERTREE INDIAN TONIC 1/5 BAND-24U.', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'FTI15B24', 'description': 'FEVERTREE INDIAN TONIC 1/5 BAND-24U.', 'quantity': 2.0, 'unit': 'caj'}]"
2026-02-10,JAVIS 3,['11459816'],11,23,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 6.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 6.0, 'unit': 'caj'}, {'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'TU13', 'description': 'TURIA 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 2.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 2.0, 'unit': 'brl'}, {'material': 'NTL13LT6', 'description': 'NESTEA LIMON 1/3 LATA 4U-PACK 6U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-10,KAPHIY BRUNCH,['11457651'],9,14,"[{'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 6.0, 'unit': 'caj'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0083', 'description': '/-SPRITE 33CL LATA 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LM1020', 'description': 'WC NET LEJÍA GEL 750ML+50GR', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LM1011', 'description': 'SANYTOL LIMPIADOR DESINF.BAÑOS PULV 750M', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LM1032', 'description': 'RESSOL BAYETA MICROFIBRA WON.AZ.40x30 6U', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LT0035', 'description': 'LETONA DESNATADA 0% HOST 1,5L PET 6U', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-10,Kisema,['11457651'],6,17,"[{'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 5.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}]"
2026-02-10,L'OLLA ROSTIDORIA,['11459818'],18,44,"[{'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 4.0, 'unit': 'caj'}, {'material': '0VE2851', 'description': 'GRAN DUQUE BLANCO 1L BRIK 12U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF0019', 'description': '/-COCA COLA LATA 33CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM3565', 'description': 'BARGALLO ACEITE GOURMET SOL GIRASOL 20L', 'quantity': 1.0, 'unit': 'un'}, {'material': '0AM0077', 'description': 'LA SEVILLANA ACEITUNA NEGRA S/H 1,445KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '0AM0285', 'description': 'JUANFRA ACEITUNAS RELLENAS DE ANCHOA 2KG', 'quantity': 6.0, 'unit': 'un'}, {'material': '0AM0167', 'description': 'BAYO ARROZ VAPORIZADO 5 KG.', 'quantity': 4.0, 'unit': 'un'}, {'material': '0AM0860', 'description': 'AVECREM CALDO PESCADO S/GLUTEN 1KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '0AM4220', 'description': 'AVECREM CALDO POLLO S/GLUTEN 1KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '0AM0086', 'description': 'JAE JUDIA PINTA 3KG', 'quantity': 3.0, 'unit': 'un'}, {'material': '0AM5387', 'description': 'PROEZA TOMATE TRITURADO 5KG', 'quantity': 3.0, 'unit': 'un'}, {'material': '0AM5394', 'description': 'PROEZA ATUN A.GIRASOL BOLSA 1KG', 'quantity': 6.0, 'unit': 'un'}, {'material': '0AM0213', 'description': 'GALLO MACARRONES PULMAS Nº6 ESP HOST 3K', 'quantity': 2.0, 'unit': 'un'}, {'material': '0AM1423', 'description': 'GALLO FIDEO Nº2 3KG', 'quantity': 6.0, 'unit': 'caj'}, {'material': '0AM0799', 'description': 'MILLAS MAYONESA SUPREME 5 KG.', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LM0038', 'description': 'FLOQUET LEJIA 5L  3U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0CF0414', 'description': 'MOMENT\xa0TEA\xa0GREEN MATCHA\xa015U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0CF1123', 'description': 'MOMENT\xa0TEA\xa0\xa0TÉ MATCHA LATTE 10U', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-10,LA BAGUETINA,['11459904'],18,45,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'FDT13', 'description': 'FREE DAMM TOSTADA 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': '0VE0524', 'description': 'SEÑORIO DE LIZIA VERDEJO RUEDA 75CL 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'NTL13LT6', 'description': 'NESTEA LIMON 1/3 LATA 4U-PACK 6U.', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0AM0019', 'description': 'CHOVI KETCHUP 10G 252U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AM0020', 'description': 'CHOVI MOSTAZA  AMARILLA 6G 378U', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'UE902', 'description': 'COPA GRANDE ED', 'quantity': 12.0, 'unit': 'un'}, {'material': 'FDL13', 'description': 'FREE DAMM LIMON 1/3 RET. PP', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 8.0, 'unit': 'caj'}]"
2026-02-10,LA CAFE,['11459871'],12,24,"[{'material': '0LT0021', 'description': 'CACAOLAT MINIBRIK SLIM 20CL P6 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0234', 'description': 'LA LEVANTINA SOJA ESPECIAL HOST 1L 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0235', 'description': 'LA LEVANTINA AVENA ESP.HOST 1L 6U', 'quantity': 4.0, 'unit': 'caj'}, {'material': '0LT0009', 'description': 'LETONA GRAN CREME 1L VR 12U', 'quantity': 5.0, 'unit': 'caj'}, {'material': '3ENV1281', 'description': 'C.C. LECHE LETONA (NUEVO)', 'quantity': 5.0, 'unit': 'caj'}, {'material': '0LT0090', 'description': 'LETONA SEMI SIN LACTOSA 1L PET 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0CF1122', 'description': 'MOMENT\xa0TEA\xa0\xa0CHAI TEA LATTE 10U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0AM5471', 'description': 'COLACAO SOBRES 16G ESTUCHE 50U', 'quantity': 1.0, 'unit': 'est'}, {'material': 'TB8', 'description': 'BOTELLAS CARBONICO\xa08 KILOS', 'quantity': 1.0, 'unit': 'tb'}, {'material': 'TB8V', 'description': 'BOTELLAS CARBONICO 8 KG.VACIOS', 'quantity': 1.0, 'unit': 'tb'}, {'material': '0CF1122', 'description': 'MOMENT\xa0TEA\xa0\xa0CHAI TEA LATTE 10U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0CF1123', 'description': 'MOMENT\xa0TEA\xa0\xa0TÉ MATCHA LATTE 10U', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-10,LA CUPULA BAR,['11459996'],4,24,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 10.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 10.0, 'unit': 'caj'}, {'material': '0AM0799', 'description': 'MILLAS MAYONESA SUPREME 5 KG.', 'quantity': 2.0, 'unit': 'un'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 2.0, 'unit': 'brl'}]"
2026-02-10,LA DISCO VIG,['11459600'],3,20,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 5.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 5.0, 'unit': 'caj'}, {'material': 'VE13SP', 'description': 'AGUA VERI 1/3 PET CAJA 35U. T.TH', 'quantity': 10.0, 'unit': 'caj'}]"
2026-02-10,LA GAMBA BAR,['11457651'],2,10,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 5.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 5.0, 'unit': 'caj'}]"
2026-02-10,LA PERA BAR,['11460000'],21,61,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 8.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 8.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'TU20', 'description': 'TURIA BARRIL 20L.', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL20V', 'description': 'BARRIL INOX 20L. TANQUETA A16', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'VE32SP', 'description': 'AGUA VERI 1,5L PET CAJA 12U.', 'quantity': 3.0, 'unit': 'caj'}, {'material': '0LT0235', 'description': 'LA LEVANTINA AVENA ESP.HOST 1L 6U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0009', 'description': 'LETONA GRAN CREME 1L VR 12U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '3ENV1281', 'description': 'C.C. LECHE LETONA (NUEVO)', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LI0033', 'description': 'MARTINI BIANCO VERMOUTH 1L', 'quantity': 3.0, 'unit': 'bot'}, {'material': '0LI0034', 'description': 'MARTINI ROSSO VERMOUTH 1L', 'quantity': 3.0, 'unit': 'bot'}, {'material': '0VE1419', 'description': 'EL COTO TINTO CRIANZA 75CL 1U', 'quantity': 6.0, 'unit': 'un'}, {'material': '0LI0128', 'description': 'BAILEYS ORIGINAL CREMA WHISKY 70CL', 'quantity': 3.0, 'unit': 'bot'}, {'material': '0AM1012', 'description': 'CHOVI MAYONESA CLAS. 5KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LM1712', 'description': 'BALNIC LAVAVAJILLAS MANUAL PH NEUTRO 5KG', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LI0270', 'description': 'JAGERMEISTER LICOR HIERBAS 70CL', 'quantity': 3.0, 'unit': 'bot'}, {'material': '0AM0147', 'description': 'BOCARI BOQUERON FRESCO 570 G.', 'quantity': 1.0, 'unit': 'un'}, {'material': '0LI0075', 'description': 'RIVES LIMA  1L', 'quantity': 3.0, 'unit': 'bot'}, {'material': '0LI0062', 'description': 'PUJOL RON 1L', 'quantity': 3.0, 'unit': 'bot'}, {'material': '3ENV1281', 'description': 'C.C. LECHE LETONA (NUEVO)', 'quantity': 2.0, 'unit': 'caj'}]"
2026-02-10,LA PERGOLA,['11459998'],4,11,"[{'material': '0RF0022', 'description': '/-AQUARIUS LIMON 33CL LATA 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0RF0056', 'description': '/-AQUARIUS NARANJA 33CL LATA 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0RF1697', 'description': '/-COCA COLA IMPORT LATA33 24U', 'quantity': 5.0, 'unit': 'caj'}, {'material': '0RF1698', 'description': '/-COCA COLA ZERO IMPORT LATA33 24U', 'quantity': 3.0, 'unit': 'caj'}]"
2026-02-10,LA PRUNA,['11460045'],12,52,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 10.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 10.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 5.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 5.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 5.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 5.0, 'unit': 'caj'}, {'material': '0LT0032', 'description': 'CACAOLAT VIDRIO 20CL RET 30U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0029', 'description': 'C.C. CACAOLAT 30 U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0033', 'description': 'LETONA GRAN CREME PET 1,5L PET 6U', 'quantity': 5.0, 'unit': 'caj'}, {'material': '0ZU0024', 'description': 'GRANINI PIÑA 20CL 24U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0ZU0021', 'description': 'GRANINI NARANJA 20CL 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0ZU0020', 'description': 'GRANINI MELOCOTON  20CL 24U', 'quantity': 2.0, 'unit': 'zpr'}]"
2026-02-10,LA TAVERNA DE CAN PANTIQUET,['11460000'],8,12,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'ED15LN', 'description': 'ESTRELLA DAMM 1/5 LN', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'CJ15', 'description': 'CAJA DAMM+BOT.1/5RET VACIO EN P.PLAS.A13', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'XI13', 'description': 'XIBECA 5% 1/3 RET', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'XI13', 'description': 'XIBECA 5% 1/3 RET', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-10,LA VERMUTERIA,['11460045'],4,4,"[{'material': 'TU13', 'description': 'TURIA 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'TU13', 'description': 'TURIA 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}]"
2026-02-10,LAPONIA CAFE,['11460043'],19,33,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 3.0, 'unit': 'caj'}, {'material': 'ED30', 'description': 'ESTRELLA DAMM BARRIL 30', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'BRL30V', 'description': 'BARRIL INOX 30L. EURONORMA', 'quantity': 1.0, 'unit': 'brl'}, {'material': 'VE12SP', 'description': 'AGUA VERI 1/2 PET CAJA 24U. T.TH', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LT0009', 'description': 'LETONA GRAN CREME 1L VR 12U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '3ENV1281', 'description': 'C.C. LECHE LETONA (NUEVO)', 'quantity': 2.0, 'unit': 'caj'}, {'material': 'NTL13B24', 'description': 'NESTEA LIMON 1/3 SR BANDEJA 24U. P.HT', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'EC13', 'description': 'DAURA DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0AG0183', 'description': 'VICHY CATALAN GAS 30CL RET 24U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0236', 'description': ""C.C. AGUA 1/3 VICHY-FONT D'OR"", 'quantity': 1.0, 'unit': 'caj'}, {'material': 'EC13', 'description': 'DAURA DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'VO13', 'description': 'VOLL-DAMM 1/3 RET.', 'quantity': 1.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0009', 'description': 'LETONA GRAN CREME 1L VR 12U', 'quantity': 2.0, 'unit': 'caj'}, {'material': '3ENV1281', 'description': 'C.C. LECHE LETONA (NUEVO)', 'quantity': 2.0, 'unit': 'caj'}, {'material': '0LI0247', 'description': 'ANIS DEL MONO DULCE 70CL', 'quantity': 6.0, 'unit': 'bot'}]"
2026-02-10,MAFALDA,['11457651'],2,8,"[{'material': 'ED13', 'description': 'ESTRELLA DAMM 1/3 RET. PP', 'quantity': 4.0, 'unit': 'caj'}, {'material': 'CJ13', 'description': 'CAJA DAMM+BOT.1/3RET VACIO EN P.PLAS.A13', 'quantity': 4.0, 'unit': 'caj'}]"
2026-02-10,MAISON DU GRAIN (STA EULALIA),['11459999'],4,8,"[{'material': '0LT0032', 'description': 'CACAOLAT VIDRIO 20CL RET 30U', 'quantity': 1.0, 'unit': 'caj'}, {'material': '3ENV0029', 'description': 'C.C. CACAOLAT 30 U.', 'quantity': 1.0, 'unit': 'caj'}, {'material': '0LT0009', 'description': 'LETONA GRAN CREME 1L VR 12U', 'quantity': 3.0, 'unit': 'caj'}, {'material': '3ENV1281', 'description': 'C.C. LECHE LETONA (NUEVO)', 'quantity': 3.0, 'unit': 'caj'}]"
